"27000","3847","81655","3.9","24.5","40.2","38.5"
"27001","2356","114297","13.2","21.0","22.0","16.8"
"27002","4027","67494","12.4","16.1","48.4","19.0"
"27003","4220","88935","14.1","21.1","46.6","32.0"
"27004","645","66004","11.9","11.0","35.1","30.2"
"27005","374","76131","13.5","9.9","48.5","21.6"
"27006","3541","138043","3.1","10.9","35.8","29.9"
"27007","2369","56028","14.7","15.9","45.7","29.9"
"27008","3208","125168","5.3","16.8","38.8","20.3"
"27009","3022","149687","13.4","11.4","29.1","24.0"
"27010","3487","35466","14.2","14.6","42.2","21.9"
"27011","1970","45828","3.0","16.5","29.2","26.8"
"27012","4113","117272","14.0","10.5","29.5","27.6"
"27013","210","77253","13.0","6.1","43.2","19.0"
"27014","1855","117435","14.1","7.1","37.2","22.1"
"27015","4903","93969","5.1","17.3","37.1","38.1"
"27016","1467","54397","12.3","23.4","33.0","31.0"
"27017","1628","137726","8.8","13.9","28.1","24.1"
"27018","651","132299","6.1","15.2","40.2","37.6"
"27019","233","108989","12.1","5.8","49.6","20.3"
"27020","3011","37672","8.7","24.0","25.0","29.3"
"27021","2113","95676","13.8","22.2","24.1","17.2"
"27022","3362","38999","11.5","14.8","30.7","25.4"
"27023","1160","148370","4.7","22.6","39.6","33.6"
"27024","2607","104314","6.0","13.7","42.6","17.1"
"27025","2122","42863","6.2","14.1","34.2","35.0"
"27026","2286","40108","7.1","18.7","20.4","19.2"
"27027","2765","40350","11.0","11.5","31.1","39.8"
"27028","3270","52511","13.7","22.6","47.0","33.4"
"27029","2827","125007","10.1","9.3","33.3","35.6"
"27030","3435","127620","12.0","24.2","22.5","24.4"
"27031","2746","67972","6.8","23.5","24.3","18.0"
"27032","695","62454","9.3","11.9","38.1","31.5"
"27033","4206","145305","9.0","18.2","32.4","30.3"
"27034","2474","128212","11.4","14.9","20.6","30.4"
"27035","3521","93766","9.2","16.7","45.0","34.0"
"27036","2378","49718","7.0","8.5","35.1","18.4"
"27037","1264","59617","5.9","20.0","43.5","21.4"
"27038","717","29020","6.1","15.2","44.9","16.8"
"27039","4960","66004","14.8","7.1","25.0","31.3"
"27040","4244","41834","7.3","21.0","46.5","30.1"
"27041","550","26259","12.7","23.0","30.8","21.3"
"27042","1898","99731","3.9","5.1","25.5","15.8"
"27043","4686","29777","4.1","21.1","31.3","17.6"
"27044","1992","147080","11.2","16.3","49.2","19.8"
"27045","2554","65343","8.5","6.0","47.4","37.1"
"27046","2322","120525","13.6","13.9","48.5","36.9"
"27047","3908","147674","13.3","13.3","20.1","26.2"
"27048","1384","52927","12.1","8.8","26.9","30.9"
"27049","2627","43380","12.8","12.2","41.8","33.1"
"27050","1857","53250","13.4","15.1","43.9","21.9"
"27051","322","69448","12.4","16.0","35.6","33.2"
"27052","4464","137786","9.3","7.9","29.9","26.7"
"27053","1000","128192","6.2","16.7","30.3","35.0"
"27054","2465","85997","12.4","10.1","36.1","23.9"
"27055","4580","114056","6.8","8.3","20.1","29.6"
"27056","1709","36224","5.9","11.6","40.7","36.0"
"27057","4821","108414","5.1","17.7","37.2","15.7"
"27058","3390","116184","10.5","24.2","35.3","24.2"
"27059","1323","37304","5.9","21.5","26.0","30.3"
"27060","2007","86588","7.5","22.3","25.3","25.7"
"27061","1462","26578","11.5","9.3","23.1","31.5"
"27062","2851","75387","12.5","14.2","47.4","20.0"
"27063","4069","51315","6.8","13.9","46.1","16.2"
"27064","1368","132511","13.1","14.2","37.4","19.5"
"27065","1331","103540","3.7","9.0","28.2","25.9"
"27066","4168","48377","14.8","21.9","42.7","32.6"
"27067","1847","52541","8.0","11.6","24.4","22.0"
"27068","2658","122342","6.9","14.5","44.3","18.5"
"27069","837","42943","14.1","12.3","44.5","26.9"
"27070","4536","133064","4.6","11.9","28.6","39.2"
"27071","3079","67946","7.3","17.3","34.7","29.5"
"27072","2051","32888","7.3","24.9","38.4","37.4"
"27073","1881","83854","8.1","22.7","26.1","35.1"
"27074","629","95111","13.2","23.6","30.1","19.4"
"27075","4229","28856","13.2","13.7","38.0","21.5"
"27076","4518","116823","10.1","8.8","36.5","27.6"
"27077","1304","94675","14.9","5.3","33.2","27.3"
"27078","2086","114752","13.1","5.9","26.9","25.3"
"27079","446","61295","11.2","19.5","36.1","34.4"
"27080","1315","73638","5.4","12.3","31.1","26.2"
"27081","2868","103698","9.6","18.1","26.2","21.3"
"27082","344","146186","5.6","16.1","29.0","24.7"
"27083","2825","30819","6.6","24.6","27.1","17.7"
"27084","3151","127172","11.2","19.3","31.4","17.1"
"27085","232","120243","5.2","24.7","48.9","28.9"
"27086","1470","144139","4.1","11.0","48.1","35.5"
"27087","2196","105766","9.4","11.6","39.9","22.7"
"27088","1187","65072","3.0","15.2","42.4","16.5"
"27089","1747","136065","10.3","14.9","31.8","19.7"
"27090","1991","86013","13.8","15.4","43.2","28.4"
"27091","1820","53220","5.3","22.0","45.5","31.8"
"27092","4102","82246","7.6","19.3","44.0","35.2"
"27093","2360","117272","14.0","8.6","25.8","22.4"
"27094","218","71895","11.4","16.7","44.6","36.7"
"27095","3003","112659","4.6","8.5","44.4","21.3"
"27096","2908","34693","7.6","13.4","41.4","33.0"
"27097","994","124118","12.1","23.2","45.3","17.2"
"27098","1365","98120","11.0","6.5","45.3","17.4"
"27099","462","38378","4.9","24.3","37.3","34.2"
"27100","1873","78217","3.7","9.4","40.3","26.7"
"27101","413","39655","11.2","8.5","30.4","19.5"
"27102","1806","89121","10.3","14.6","23.4","39.2"
"27103","3565","102053","3.7","22.9","36.1","25.3"
"27104","4467","26323","14.7","8.8","35.7","35.4"
"27105","1889","115116","6.0","5.2","43.9","30.1"
"27106","2493","73989","7.6","13.4","25.7","34.4"
"27107","3710","118629","5.1","16.5","45.5","20.0"
"27108","3794","99986","12.9","19.9","43.7","15.3"
"27109","2380","92570","14.6","6.1","41.8","20.1"
"27110","1089","47974","5.6","15.4","25.5","15.9"
"27111","3780","96502","6.4","8.3","29.6","28.8"
"27112","2563","55717","11.5","13.6","32.6","21.6"
"27113","1004","74351","9.3","24.4","20.0","36.3"
"27114","3144","92241","4.3","24.6","26.0","29.8"
"27115","3497","53517","14.1","24.7","39.9","15.1"
"27116","4097","143619","10.3","12.3","37.3","26.9"
"27117","4939","141756","6.6","19.1","48.4","27.4"
"27118","1010","94294","8.9","22.5","25.1","26.1"
"27119","2707","109763","9.0","15.1","35.5","31.5"
"27120","1845","59964","9.3","14.5","20.6","33.0"
"27121","2223","148504","9.0","19.4","37.5","15.7"
"27122","4442","57027","9.7","15.1","23.2","31.4"
"27123","1951","92669","7.7","16.6","22.7","39.4"
"27124","4771","136717","4.8","14.1","33.2","22.0"
"27125","3865","27578","11.0","19.6","30.1","33.7"
"27126","1715","145894","12.5","22.0","33.5","24.4"
"27127","2490","71707","13.1","14.1","20.8","17.3"
"27128","2862","83035","3.3","14.8","22.2","32.4"
"27129","1305","142285","7.9","23.5","22.2","39.0"
"27130","4126","58581","14.7","16.3","23.9","34.3"
"27131","2779","31551","3.8","14.5","32.9","32.7"
"27132","2546","59395","12.4","24.4","33.2","37.8"
"27133","3412","89684","4.5","6.3","29.7","32.2"
"27134","4487","78768","12.9","17.5","23.1","35.3"
"27135","2201","126896","11.1","5.5","45.8","35.6"
"27136","3316","93116","11.7","14.0","38.8","39.8"
"27137","3769","88511","14.7","11.5","38.9","15.7"
"27138","3130","80390","14.3","13.7","29.3","18.7"
"27139","2624","28932","6.7","23.1","46.8","37.6"
"27140","4217","99023","7.5","15.2","29.2","38.6"
"27141","3407","32113","7.9","16.7","39.5","20.1"
"27142","2842","61019","5.2","11.6","47.5","16.5"
"27143","2061","74027","7.6","24.7","49.8","30.8"
"27144","4725","108074","14.7","24.5","26.2","37.1"
"27145","3721","119092","8.9","22.4","46.0","26.4"
"27146","200","74684","14.4","19.2","41.4","36.3"
"27147","1413","128431","3.9","13.6","22.2","34.1"
"27148","3548","25887","3.5","7.5","25.3","32.9"
"27149","3344","110192","9.9","23.2","35.3","30.4"
"27150","2001","142613","11.8","15.7","35.3","19.9"
"27151","4774","43816","5.6","16.2","43.6","34.8"
"27152","1314","126901","9.0","7.1","33.0","36.9"
"27153","3726","49395","13.5","20.9","41.5","36.1"
"27154","889","72651","12.1","16.0","49.9","23.2"
"27155","1466","30525","5.8","10.2","48.5","28.6"
"27156","3723","133916","7.0","8.4","36.3","17.5"
"27157","602","85579","6.7","17.3","43.1","32.9"
"27158","272","89044","11.6","22.3","30.3","36.9"
"27159","986","89143","14.6","15.5","43.5","32.7"
"27160","1517","121254","6.4","22.2","39.1","20.8"
"27161","3632","111538","10.1","8.7","32.9","18.3"
"27162","4468","115946","14.9","16.1","34.5","30.6"
"27163","3529","149257","4.9","13.8","33.5","36.5"
"27164","1509","94016","10.9","11.5","39.6","31.9"
"27165","3023","45990","7.0","7.0","41.1","24.3"
"27166","2010","122113","14.9","9.1","34.7","22.0"
"27167","360","73066","4.3","22.8","45.9","38.6"
"27168","3452","66171","8.4","12.2","48.4","19.1"
"27169","1452","83270","6.1","22.2","40.3","23.8"
"27170","1599","44056","3.4","21.3","25.7","20.6"
"27171","4473","94568","14.6","11.1","25.3","23.4"
"27172","2240","90369","9.8","14.6","50.0","34.6"
"27173","3106","82688","11.4","14.1","35.7","16.2"
"27174","3718","134578","10.4","22.9","39.8","17.3"
"27175","922","135927","4.8","17.3","35.2","26.8"
"27176","631","136955","5.0","13.7","39.9","32.7"
"27177","2920","112913","10.5","15.4","33.7","25.0"
"27178","266","80155","12.4","21.8","46.2","36.0"
"27179","4431","51277","10.3","11.2","28.3","15.1"
"27180","1155","32425","9.8","13.3","49.8","23.9"
"27181","1354","55773","12.0","7.6","38.5","19.4"
"27182","4386","103428","5.9","16.4","22.7","39.4"
"27183","4107","45230","11.8","24.4","33.7","37.9"
"27184","4808","110936","7.9","11.9","31.9","37.3"
"27185","1631","41679","11.1","23.8","48.0","33.8"
"27186","3628","65492","6.3","21.1","28.9","16.9"
"27187","4142","106845","4.6","20.8","34.0","36.8"
"27188","1072","147072","3.3","19.9","41.7","15.9"
"27189","3924","85092","12.6","20.2","22.7","29.0"
"27190","4844","29483","5.4","11.7","25.6","39.4"
"27191","205","56850","7.4","21.6","39.7","16.0"
"27192","1704","104649","12.2","24.5","23.0","19.5"
"27193","3873","124800","8.4","7.1","28.6","37.8"
"27194","4387","134575","5.6","7.5","32.5","27.7"
"27195","1102","108487","5.3","5.2","26.6","20.8"
"27196","4830","47417","7.9","19.0","29.8","23.9"
"27197","184","122447","9.8","6.5","27.2","30.3"
"27198","3095","46834","7.7","15.4","43.3","38.9"
"27199","4923","26975","13.9","18.8","27.3","19.5"
"27200","3387","29132","3.0","16.9","43.6","22.4"
"27201","4265","97934","7.8","17.1","27.4","27.0"
"27202","253","29278","11.9","24.2","21.9","34.6"
"27203","1561","72395","13.7","11.0","46.7","34.7"
"27204","2912","98461","7.3","17.4","41.7","27.9"
"27205","2119","38833","11.1","17.5","26.4","16.4"
"27206","1197","29165","10.0","10.5","29.1","34.8"
"27207","670","82580","5.4","11.1","26.9","36.2"
"27208","248","107383","11.2","19.8","42.1","32.5"
"27209","3677","144925","6.0","11.3","20.4","38.5"
"27210","2791","123008","12.4","9.6","48.9","28.8"
"27211","2209","70246","13.4","24.7","31.2","29.8"
"27212","2018","58697","8.7","6.9","28.6","38.4"
"27213","4969","76038","3.6","11.3","43.5","40.0"
"27214","3755","65441","11.8","21.8","29.6","35.8"
"27215","1812","65439","8.6","9.1","37.1","15.9"
"27216","2592","98454","4.1","10.1","32.2","28.3"
"27217","1444","94447","7.0","8.2","38.8","39.9"
"27218","4065","113464","6.5","16.7","23.0","33.8"
"27219","1206","71970","11.7","5.1","31.5","29.0"
"27220","3605","29412","8.1","22.5","47.1","32.1"
"27221","4212","58485","10.0","12.5","49.3","29.4"
"27222","682","96901","9.0","15.0","23.4","30.0"
"27223","4450","42041","11.7","10.0","39.8","37.7"
"27224","2790","26212","11.6","5.8","32.4","33.8"
"27225","4756","118933","8.4","24.2","30.7","23.4"
"27226","2680","96971","4.6","22.6","20.6","16.8"
"27227","419","119164","7.9","10.5","23.4","36.4"
