"21000","1594","119474","6.2","15.4","40.6","37.3"
"21001","3446","57562","8.4","17.4","26.7","26.4"
"21002","4210","123362","4.4","9.1","22.0","33.8"
"21003","2088","110843","6.6","19.3","23.4","26.7"
"21004","307","42000","3.9","13.1","21.9","30.2"
"21005","1183","39092","8.9","16.5","49.0","17.6"
"21006","2512","55254","6.6","18.2","41.2","16.8"
"21007","3411","28671","10.1","5.1","22.3","38.6"
"21008","4110","84562","8.5","16.5","24.7","39.5"
"21009","496","145471","5.9","23.9","41.4","39.3"
"21010","2057","43095","4.2","7.0","26.8","33.6"
"21011","4989","91878","12.0","7.2","36.4","27.7"
"21012","308","62520","10.6","9.0","24.5","18.6"
"21013","532","62700","3.4","7.0","46.5","15.8"
"21014","2756","58791","14.9","22.1","36.7","35.4"
"21015","2536","64733","10.7","22.6","29.1","21.2"
"21016","4778","107653","5.5","14.5","47.2","22.9"
"21017","4627","66357","13.1","20.8","35.7","32.3"
"21018","4546","52662","13.6","11.1","36.3","20.9"
"21019","233","99696","9.9","15.1","31.9","39.5"
"21020","738","90997","13.6","15.8","23.8","16.0"
"21021","1328","49713","3.4","11.1","26.5","15.4"
"21022","3469","42145","14.3","16.7","34.2","36.1"
"21023","4312","133693","3.7","21.9","41.3","37.3"
"21024","4119","50438","10.7","23.9","26.1","39.7"
"21025","1390","54452","7.2","11.1","24.7","15.1"
"21026","2296","91128","3.5","23.5","35.6","22.3"
"21027","1803","96232","14.2","17.5","23.9","28.7"
"21028","2326","81973","4.6","17.0","33.1","35.5"
"21029","2295","109267","13.2","7.5","36.8","39.5"
"21030","4660","42830","7.0","19.2","34.7","38.9"
"21031","1075","124746","11.9","11.1","47.0","34.3"
"21032","1128","93342","6.1","13.5","22.0","33.2"
"21033","625","72988","10.0","7.8","47.1","40.0"
"21034","2427","122472","12.6","9.6","38.8","39.3"
"21035","2646","81602","9.8","17.4","24.7","23.0"
"21036","935","93861","6.7","17.3","23.1","24.1"
"21037","2583","64415","5.8","14.2","44.9","38.0"
"21038","2963","110676","5.1","17.6","20.8","17.4"
"21039","2834","141024","13.1","22.3","37.4","19.1"
"21040","1638","46781","10.3","5.6","46.3","35.7"
"21041","2010","33993","9.1","9.1","47.9","37.0"
"21042","4149","65840","6.0","10.9","38.6","32.1"
"21043","2742","105689","8.2","16.5","48.9","33.4"
"21044","1403","35549","10.4","18.3","39.8","19.5"
"21045","231","69217","3.9","16.1","48.1","15.7"
"21046","492","119191","7.3","19.0","45.7","31.2"
"21047","4676","36487","5.9","13.9","21.2","25.2"
"21048","3684","130893","10.8","20.9","32.2","19.7"
"21049","2775","99323","10.3","6.4","32.1","25.2"
"21050","2566","59815","6.6","17.4","29.8","22.9"
"21051","1325","131522","3.5","5.9","50.0","39.6"
"21052","2805","60196","5.2","9.6","24.4","31.8"
"21053","561","63207","4.9","6.2","27.2","19.6"
"21054","1901","90666","9.8","16.9","22.9","26.6"
"21055","3373","44451","5.0","9.2","37.2","31.8"
"21056","4085","110271","8.8","6.8","45.0","35.4"
"21057","251","27332","10.4","20.5","26.7","33.2"
"21058","2369","145004","13.6","5.0","36.9","21.5"
"21059","4274","25736","5.9","16.0","25.9","33.5"
"21060","1885","61615","5.2","23.4","21.9","29.8"
"21061","3560","75450","5.1","20.8","23.6","32.4"
"21062","1936","108011","7.3","17.1","32.6","18.6"
"21063","1497","25232","10.8","7.1","26.2","25.8"
"21064","1175","121866","11.1","20.8","22.7","26.8"
"21065","4606","74373","5.5","11.7","32.4","21.0"
"21066","2108","82796","4.6","8.1","39.9","17.6"
"21067","1593","63523","8.4","24.8","37.2","15.1"
"21068","1235","78551","4.7","6.8","35.4","22.7"
"21069","1648","91471","12.8","19.4","33.9","31.3"
"21070","884","96269","4.0","12.1","35.1","17.1"
"21071","1520","49514","12.0","21.8","46.3","24.2"
"21072","4938","32567","3.5","15.9","20.9","27.9"
"21073","2535","124647","12.7","22.8","34.0","20.3"
"21074","3581","133807","10.5","16.1","46.3","39.8"
"21075","3751","25364","6.9","11.5","35.7","36.5"
"21076","2163","137004","7.9","24.2","26.7","28.2"
"21077","2120","134285","11.1","14.1","27.1","36.6"
"21078","4857","57378","5.2","22.0","39.1","32.6"
"21079","2249","132746","13.7","21.8","43.7","23.3"
"21080","1050","33647","8.8","16.3","45.6","30.5"
"21081","124","51339","12.1","15.0","35.2","19.9"
"21082","117","104152","9.1","10.9","44.7","29.6"
"21083","3925","39840","8.4","16.2","27.6","17.5"
"21084","669","70383","8.6","16.5","37.1","25.4"
"21085","1455","36924","7.4","9.8","43.7","30.2"
"21086","1692","132314","11.8","21.1","47.4","24.4"
"21087","930","119204","13.2","11.7","43.5","18.5"
"21088","3182","117077","13.3","20.1","46.1","17.9"
"21089","971","110311","4.5","24.8","46.6","22.6"
"21090","934","74887","12.1","24.9","28.1","39.4"
"21091","3412","121747","5.4","22.3","29.7","37.7"
"21092","3216","72564","3.1","22.1","44.1","37.4"
"21093","1069","110526","6.3","21.1","47.9","32.5"
"21094","692","75619","6.5","18.9","44.3","38.5"
"21095","354","126818","12.7","8.7","26.7","20.5"
"21096","2214","57647","11.9","7.2","49.8","35.2"
"21097","3065","143463","4.0","16.4","39.0","32.8"
"21098","2761","138890","6.9","18.5","34.4","40.0"
"21099","702","111581","6.0","13.0","49.0","29.0"
"21100","1165","88067","10.1","24.0","46.9","22.1"
"21101","1939","40886","9.5","10.0","37.7","15.0"
"21102","2531","115931","11.1","10.0","30.9","37.8"
"21103","1065","65924","13.9","22.4","34.1","38.1"
"21104","1837","125018","8.1","15.2","36.5","35.3"
"21105","584","91051","10.9","5.7","38.2","27.0"
"21106","4234","72521","14.0","8.9","41.1","21.3"
"21107","110","30220","9.5","16.3","37.8","27.9"
"21108","4819","121663","6.7","11.5","46.1","16.9"
"21109","4604","67388","7.8","14.8","23.0","19.2"
"21110","2127","128553","12.1","20.9","48.4","20.1"
"21111","3464","135086","11.6","14.9","25.8","18.5"
"21112","3187","90207","12.0","14.3","28.4","31.0"
"21113","3138","131314","11.9","8.5","45.2","21.5"
"21114","704","83187","14.0","7.9","32.4","24.0"
"21115","1068","115051","12.2","13.6","37.9","27.3"
"21116","4360","37322","13.3","9.2","37.7","26.4"
"21117","536","96678","9.9","13.0","24.0","26.3"
"21118","2874","88207","10.7","16.3","32.0","38.8"
"21119","1909","121409","14.6","7.3","47.3","28.1"
"21120","2869","36665","13.4","8.9","21.7","33.4"
"21121","1929","44519","12.3","22.1","41.1","38.1"
"21122","392","129182","11.2","17.7","34.9","23.5"
"21123","4051","81185","7.3","19.9","20.8","24.9"
"21124","561","68575","9.6","14.8","34.4","39.7"
"21125","3984","144012","3.7","18.8","31.7","30.8"
"21126","3333","95607","8.0","13.7","39.1","27.6"
"21127","2191","63710","4.3","7.6","26.1","32.6"
"21128","4036","143667","11.7","13.7","30.8","37.9"
"21129","3039","56720","13.7","17.5","37.9","28.8"
"21130","4906","100004","5.1","10.1","42.7","33.0"
"21131","188","141199","5.9","19.1","28.5","38.3"
"21132","1763","46284","13.3","7.7","41.5","39.2"
"21133","3401","29659","10.0","9.6","33.9","19.3"
"21134","2820","27962","10.1","19.5","35.5","23.4"
"21135","3037","121270","9.8","9.7","36.3","39.9"
"21136","521","132390","5.6","17.6","25.2","36.0"
"21137","3849","148733","5.9","19.1","28.5","37.9"
"21138","4533","37627","14.4","9.2","43.7","35.1"
"21139","365","27410","11.7","15.1","33.1","33.7"
"21140","2950","139867","4.1","23.8","30.8","20.6"
"21141","1478","91124","5.7","16.8","22.9","30.7"
"21142","1914","43429","10.5","5.7","25.4","34.4"
"21143","2364","112774","6.4","8.9","36.4","36.3"
"21144","4516","60993","6.0","21.4","34.4","19.3"
"21145","949","89556","5.4","14.6","49.3","33.3"
"21146","4914","55740","5.2","6.4","25.4","17.4"
"21147","3836","101764","10.4","12.2","26.5","37.3"
"21148","1091","148444","13.9","19.3","40.7","22.0"
"21149","3864","128068","7.3","19.9","31.9","23.8"
"21150","1908","130391","4.5","16.8","29.0","16.2"
"21151","3374","110973","4.5","20.0","21.7","30.8"
"21152","816","29464","14.2","13.5","39.5","15.2"
"21153","995","126010","9.3","14.5","45.9","20.4"
"21154","1276","71157","8.6","13.6","49.4","15.2"
"21155","3853","102694","13.7","10.9","33.7","33.4"
"21156","1876","32166","9.1","18.0","38.9","37.3"
"21157","2904","112158","8.8","18.3","26.0","34.8"
"21158","3492","37646","14.1","22.3","42.9","31.3"
"21159","1559","45310","8.7","11.4","29.4","38.9"
"21160","2643","59408","7.7","17.8","45.6","35.1"
"21161","4737","43034","10.0","11.9","45.2","38.0"
"21162","4830","82846","14.7","23.1","22.9","17.4"
"21163","3653","104903","14.6","11.5","39.2","21.7"
"21164","1449","117517","12.3","20.8","45.1","22.7"
"21165","3086","33253","9.0","21.7","35.8","38.5"
"21166","3430","136712","13.6","12.2","41.5","29.9"
"21167","4893","102177","8.0","9.3","26.5","26.1"
"21168","2222","79918","10.7","6.5","38.8","19.1"
"21169","3728","46999","5.2","23.2","38.1","27.4"
"21170","597","112649","10.9","18.1","28.1","39.4"
"21171","3587","103275","6.3","21.4","47.7","20.7"
"21172","821","126590","12.3","17.4","32.8","23.6"
"21173","1463","40443","8.0","8.2","41.2","23.5"
"21174","407","39741","7.8","11.1","22.6","16.2"
"21175","2851","40341","12.0","11.8","20.1","20.0"
"21176","983","124996","8.1","13.6","48.4","32.3"
"21177","1364","114194","11.6","6.0","41.5","21.8"
"21178","4448","106384","13.3","18.4","24.6","26.6"
"21179","2544","41740","4.6","10.4","36.5","36.4"
"21180","3133","105002","8.7","14.6","23.0","35.0"
"21181","1152","87485","14.3","6.2","43.3","35.7"
"21182","593","41979","12.7","18.9","31.2","34.4"
"21183","2121","108544","14.7","16.0","21.3","25.7"
"21184","1847","149009","13.3","23.1","20.8","30.3"
"21185","3402","39260","6.7","8.9","27.3","19.9"
"21186","2379","82180","5.1","24.2","25.6","36.2"
"21187","1031","105824","5.5","23.1","49.9","16.9"
"21188","2025","84785","5.6","10.9","48.6","38.7"
"21189","856","128270","3.9","23.0","46.4","35.7"
"21190","1154","51606","13.9","10.8","31.5","20.1"
"21191","4030","36364","9.0","11.7","20.5","34.0"
"21192","4651","67791","4.2","23.2","31.6","23.2"
"21193","4454","28953","12.2","20.8","43.0","32.6"
"21194","4626","147003","6.9","13.8","23.1","19.1"
"21195","3553","49444","3.9","7.3","25.6","36.5"
"21196","2616","52877","5.3","14.3","28.0","31.6"
"21197","2064","129534","10.9","21.9","22.0","21.9"
"21198","746","27570","12.5","16.8","30.7","37.2"
"21199","4642","57391","6.0","6.0","30.4","29.5"
"21200","2930","41476","9.9","13.2","34.0","33.8"
"21201","294","144587","3.0","19.0","21.5","39.7"
"21202","1245","35392","6.3","22.6","26.6","26.2"
"21203","2609","122702","5.2","24.5","35.1","21.1"
"21204","4391","103177","3.9","21.7","44.7","35.8"
"21205","2183","115990","8.8","22.4","22.7","19.5"
"21206","4840","46087","10.6","9.3","23.0","21.0"
"21207","3452","65509","3.6","22.2","22.3","25.9"
"21208","421","59664","4.7","23.5","34.8","37.0"
"21209","2387","50558","14.2","17.7","25.4","23.5"
"21210","3231","126268","5.7","14.7","31.1","36.5"
"21211","4845","85306","12.1","21.2","31.7","31.9"
"21212","1802","121664","12.0","17.3","23.3","24.7"
"21213","2312","34302","6.9","21.6","48.6","22.4"
"21214","930","31354","5.4","14.0","38.5","22.8"
"21215","288","114988","5.9","8.6","42.4","20.2"
"21216","4152","49958","9.8","23.4","40.0","25.0"
"21217","191","120826","7.6","24.4","33.4","33.6"
"21218","3977","102538","8.9","24.5","48.5","23.2"
"21219","2011","116659","12.7","24.1","30.1","19.6"
"21220","2436","60686","9.0","14.9","48.3","23.7"
"21221","1680","147008","14.9","17.6","38.8","24.9"
"21222","1508","46508","11.0","22.6","33.3","38.5"
"21223","274","103923","5.5","5.5","40.3","30.5"
"21224","573","76610","9.0","8.2","44.9","36.3"
"21225","3532","104875","12.8","8.3","47.8","24.2"
"21226","369","75258","5.6","9.4","38.5","39.7"
"21227","2144","46420","11.8","13.1","40.3","20.4"
"21228","3295","131926","3.4","14.3","48.6","24.2"
"21229","793","110463","14.3","12.8","35.4","22.0"
"21230","4571","85777","11.0","22.6","46.3","35.5"
"21231","1515","68419","5.0","10.2","36.2","23.8"
"21232","2183","63880","13.5","19.8","45.1","36.4"
"21233","1335","92618","4.0","24.5","37.6","26.2"
"21234","4067","38553","7.9","18.1","27.1","24.2"
"21235","2071","127031","11.8","5.9","25.8","26.1"
"21236","233","95539","14.2","7.3","29.5","31.0"
"21237","3012","84466","7.2","21.8","28.1","18.5"
"21238","4885","60626","13.0","12.2","32.1","21.0"
"21239","940","66243","5.4","13.1","40.9","19.1"
"21240","1561","25726","3.4","22.7","45.9","25.7"
"21241","3572","141469","3.3","19.1","24.8","19.3"
"21242","4943","81557","10.9","19.2","37.0","26.5"
"21243","2975","41720","4.9","18.5","39.9","28.8"
"21244","2609","110522","3.6","17.7","36.2","25.1"
"21245","1065","55666","14.7","20.1","22.0","15.5"
"21246","2138","129387","5.9","19.0","39.2","23.6"
"21247","4340","50161","8.6","6.9","29.8","26.1"
"21248","1950","108834","10.4","9.4","27.1","21.2"
"21249","834","132062","4.7","7.2","33.3","35.0"
